iter	Logloss
113	0.2449125318
114	0.2447254055
115	0.2445530297
116	0.243444396
117	0.2432571778
118	0.2426574942
119	0.2417739081
120	0.2416043242
121	0.2414861333
122	0.2412055776
123	0.2410450868
124	0.2407063664
125	0.2400734507
126	0.2399048358
127	0.239331237
128	0.2391097114
129	0.2390025195
130	0.2388450891
131	0.2386815498
132	0.2384755855
133	0.2383610465
134	0.2382232952
135	0.2380154151
136	0.2378797932
137	0.2377352765
138	0.2375378541
139	0.2373712076
140	0.237181287
141	0.2369745203
142	0.2368335116
143	0.2366993516
144	0.2365287419
145	0.2364175669
146	0.2362719934
147	0.2360841891
148	0.2359551429
149	0.2358704524
150	0.2356858394
151	0.2350406008
152	0.234906698
153	0.2347587037
154	0.2346156327
155	0.2344795961
156	0.2342977241
157	0.2341110127
158	0.2339450476
159	0.2336003323
160	0.2334682333
161	0.2333253073
162	0.2331736525
163	0.2330412533
164	0.2329270134
165	0.2327952294
166	0.2326667314
167	0.2325447471
168	0.2323849974
169	0.232192842
170	0.2321059557
171	0.2319813011
172	0.2319012212
173	0.2317479654
174	0.2316356755
175	0.2314993735
176	0.2313867163
177	0.2311103825
178	0.231015586
179	0.2306755847
180	0.2305811858
181	0.23047231
182	0.2303661863
183	0.2301961762
184	0.2300481772
185	0.2298453293
186	0.2297439657
187	0.2296462874
188	0.229558567
189	0.2293979186
190	0.2292811797
191	0.2292134281
192	0.229085391
193	0.2289324355
194	0.2288290408
195	0.2286317549
196	0.2284896312
197	0.2283553887
198	0.2282470489
199	0.2281290619
200	0.2280160303
201	0.2279363477
202	0.2278536968
203	0.2277712015
204	0.2276415855
205	0.2274783188
206	0.2274174134
207	0.2272067666
208	0.2270891038
209	0.2270033018
210	0.2268904544
211	0.2267418065
212	0.2266274124
213	0.2265113207
214	0.2264427674
215	0.2262830906
216	0.2261215506
217	0.2260020098
218	0.2258960243
219	0.2258095594
220	0.2257097913
221	0.2256039877
222	0.2255203965
223	0.2254220095
224	0.2252719696
225	0.2251651085
226	0.2250291424
227	0.2249321179
228	0.2248476388
229	0.2247583666
230	0.2246552535
231	0.224577982
232	0.2244858868
233	0.2243450596
234	0.2242345745
235	0.2241230098
236	0.2240273885
237	0.2239299434
238	0.2237640378
239	0.2236065014
240	0.2234797152
241	0.2233662432
242	0.2232341031
243	0.2231450077
244	0.2230036833
245	0.2229286301
246	0.2228249249
247	0.2227182934
248	0.2225835175
249	0.2224526787
250	0.2223317522
251	0.2222071425
252	0.2221074314
253	0.2220055815
254	0.2219065916
255	0.2218054524
256	0.2216265473
257	0.2215251276
258	0.2214286812
259	0.2212691877
260	0.2212019239
261	0.2211040989
262	0.2210015781
263	0.2209166529
264	0.2208158276
265	0.2207328669
266	0.2205919582
267	0.2205307889
268	0.2203580911
269	0.2202727214
270	0.2201494614
271	0.2200166086
272	0.2198875018
273	0.2197733178
274	0.2196550274
275	0.2192320159
276	0.2191516764
277	0.2190056765
278	0.2189181011
279	0.2188504071
280	0.218763658
281	0.2186818577
282	0.218484667
283	0.2183641727
284	0.2182989849
285	0.2181994892
286	0.2180657773
287	0.2179160931
288	0.2177502721
289	0.2175919307
290	0.2174986761
291	0.2173537161
292	0.217269289
293	0.2171930302
294	0.2171021743
295	0.2169704678
296	0.2168691782
297	0.2167859822
298	0.2166528308
299	0.2165239504
300	0.2160551
301	0.2159399128
302	0.2158442783
303	0.2157490222
304	0.2156083763
305	0.2154815251
306	0.215400637
307	0.215289254
308	0.2152265914
309	0.2151009436
310	0.2149631057
311	0.214845057
312	0.2147370949
313	0.2146068192
314	0.214504987
315	0.2144204003
316	0.2143314024
317	0.2142674043
318	0.2141787202
319	0.2140990938
320	0.2139929695
321	0.2138833937
322	0.2138129984
323	0.2135229775
324	0.213408123
325	0.2132605671
326	0.2131718381
327	0.2130545878
328	0.2129402124
329	0.2127841639
330	0.2127065014
331	0.2126264697
332	0.2123406198
333	0.2121937738
334	0.2121182306
335	0.212019424
336	0.2119089957
337	0.2115697116
338	0.2114509416
339	0.2113567987
340	0.2112640461
341	0.2111462091
342	0.2110099373
343	0.210898313
344	0.2107801499
345	0.2107126147
346	0.21063888
347	0.2104780722
348	0.2103846618
349	0.2103110012
350	0.2102032535
351	0.2101052447
352	0.2100224294
353	0.209963847
354	0.2098635441
355	0.2097760716
356	0.2097038594
357	0.2096116209
358	0.209508864
359	0.2090505805
360	0.2089309491
361	0.2087809007
362	0.208715199
363	0.2085689748
364	0.2084324716
365	0.2083475213
366	0.2082649946
367	0.2081979716
368	0.2080850719
369	0.2079618788
370	0.2078452925
371	0.2077531708
372	0.2076321755
373	0.2075346565
374	0.2074471813
375	0.2073931267
376	0.2072884777
377	0.207127946
378	0.2070606381
379	0.2069993747
380	0.2068503364
381	0.2066730075
382	0.2065952765
383	0.2064821422
384	0.206402824
385	0.2062760125
386	0.2061895633
387	0.2061077771
388	0.2060445312
389	0.2059327521
390	0.2058435938
391	0.2057653527
392	0.205680726
393	0.2055803242
394	0.205465366
395	0.2052325653
396	0.2051239224
397	0.2049926057
398	0.2048311744
399	0.2047356682
400	0.2046262317
401	0.2045705875
402	0.2044658903
403	0.2043560196
404	0.2042674341
405	0.2041612704
406	0.204099017
407	0.2040485373
408	0.2039689518
409	0.2038584248
410	0.2037665746
411	0.2036408468
412	0.2035550157
413	0.2034502898
414	0.2033557547
415	0.2032552445
416	0.2031570926
417	0.2030393581
418	0.2029156313
419	0.2028510499
420	0.2024704879
421	0.2023684562
422	0.2023046028
423	0.2022445461
424	0.2021287904
425	0.2020164593
426	0.2018829029
427	0.2017931839
428	0.2016952254
429	0.2016057989
430	0.2015003626
431	0.2013930602
432	0.2012762847
433	0.2012218869
434	0.2011378941
435	0.2010707534
436	0.2009866155
437	0.2008922518
438	0.2008076352
439	0.2006539709
440	0.2005619944
441	0.2004580061
442	0.2003256474
443	0.2001779476
444	0.2000930294
445	0.1999847735
446	0.1999047681
447	0.1998454607
448	0.199705511
449	0.1995683178
450	0.1994825626
451	0.1994225221
452	0.1992682908
453	0.1991899716
454	0.1991295865
455	0.1990394993
456	0.1989332747
457	0.1988324404
458	0.1987553609
459	0.1986811492
460	0.1985592044
461	0.1984648327
462	0.1983556985
463	0.1983041501
464	0.1981855447
465	0.1980846122
466	0.1979799903
467	0.1979084676
468	0.1978080865
469	0.197736935
470	0.1976739706
471	0.1975358109
472	0.1974445732
473	0.1973345875
474	0.1972221742
475	0.1971108861
476	0.1970181204
477	0.196933069
478	0.1968087327
479	0.1967564663
480	0.1966911771
481	0.196566513
482	0.1964496045
483	0.1964019216
484	0.1963084605
485	0.196218855
486	0.1961421983
487	0.1960219433
488	0.1959016477
489	0.1958096921
490	0.1957002199
491	0.1956293731
492	0.1955172881
493	0.1953137419
494	0.1951921719
495	0.1950945117
496	0.1950117906
497	0.1949195523
498	0.1947841057
499	0.194672593
500	0.1945858896
501	0.1944980302
502	0.194394423
503	0.1943325127
504	0.1942431596
505	0.1941975038
506	0.1941413338
507	0.1940524013
508	0.1939240127
509	0.193852724
510	0.1937058379
511	0.1936244737
512	0.1935090758
513	0.1934556216
514	0.1933632308
515	0.1933162405
516	0.193250054
517	0.1931487067
518	0.1930589714
519	0.1929327387
520	0.1928370784
521	0.1927938362
522	0.1926804187
523	0.192585164
524	0.1924504805
525	0.1923385468
526	0.1922140245
527	0.1921158408
528	0.1920113374
529	0.1919429964
530	0.191823943
531	0.191713307
532	0.1916147192
533	0.1915166272
534	0.1914371642
535	0.1913804032
536	0.1912772978
537	0.1911771372
538	0.1910963414
539	0.1910235708
540	0.1909297624
541	0.1908783205
542	0.1907888099
543	0.190704749
544	0.1906238563
545	0.1905337397
546	0.1904314054
547	0.1903707026
548	0.190288325
549	0.1902064533
550	0.1901187117
551	0.1900281674
552	0.1899359929
553	0.1898691887
554	0.1897462906
555	0.1896619391
556	0.1895612538
557	0.1894751303
558	0.1894110043
559	0.1893171999
560	0.1892006344
561	0.1891057252
562	0.1890365341
563	0.1889920134
564	0.1888936712
565	0.1888116143
566	0.1887533619
567	0.1886796454
568	0.1886097908
569	0.1885008326
570	0.1884439837
571	0.1883161328
572	0.1882331426
573	0.1881359394
574	0.1880512408
575	0.1880023232
576	0.1879318383
577	0.1878120889
578	0.1877770854
579	0.1876719026
580	0.1875585883
581	0.1874414774
582	0.1873254016
583	0.1872396068
584	0.1871289856
585	0.1870681235
586	0.1869576632
587	0.1868357013
588	0.1867671472
589	0.186602721
590	0.1865277322
591	0.1864531227
592	0.1863332575
593	0.1862670145
594	0.1861935239
595	0.1860938785
596	0.1859982992
597	0.1859208626
598	0.1858618589
599	0.1858064465
600	0.1857156815
601	0.18562123
602	0.1855333147
603	0.1854363659
604	0.1853606681
605	0.1852492394
606	0.1851854294
607	0.185111794
608	0.184989018
609	0.1848797242
610	0.1847704212
611	0.1846915592
612	0.1845593712
613	0.1844472654
614	0.1843753986
615	0.1842919124
616	0.1842045613
617	0.1841050596
618	0.184008485
619	0.1839597137
620	0.183874977
621	0.183798808
622	0.1836883191
623	0.1836031344
624	0.1835467629
625	0.1834574282
626	0.1833863235
627	0.1833067604
628	0.183245881
629	0.1831550483
630	0.1830703965
631	0.1829801597
632	0.1829145102
633	0.1828075538
634	0.182733832
635	0.1826623796
636	0.1825707101
637	0.1825201042
638	0.182436416
639	0.1823419833
640	0.1822509529
641	0.1821861367
642	0.182124304
643	0.182034889
644	0.1819514643
645	0.1818998835
646	0.1818576246
647	0.1817972289
648	0.1817264114
649	0.1816764443
650	0.1816023334
651	0.1815323111
652	0.1814372157
653	0.1813055492
654	0.1812243638
655	0.1811528514
656	0.1811048047
657	0.1810185382
658	0.1809622042
659	0.1808474287
660	0.180785115
661	0.1807117434
662	0.180653722
663	0.1803851749
664	0.1803146313
665	0.1802577839
666	0.180180618
667	0.1800854677
668	0.1800130443
669	0.1799790525
670	0.1799149559
671	0.1798463344
672	0.1797768159
673	0.1797122707
674	0.1796371582
675	0.1795430579
676	0.179449107
677	0.1793405135
678	0.1792394549
679	0.1791605455
680	0.1791171844
681	0.1790645065
682	0.1789406763
683	0.1788871302
684	0.1788170069
685	0.1787377725
686	0.1786839707
687	0.1786454475
688	0.1785892881
689	0.1783866367
690	0.1783092506
691	0.1782283903
692	0.1781522663
693	0.1780906858
694	0.1780128051
695	0.1779472843
696	0.1778714744
697	0.1778072605
698	0.1777052918
699	0.1776266407
700	0.177546847
701	0.1774471959
702	0.1773473407
703	0.1772960542
704	0.1772157237
705	0.1771318501
706	0.1770590238
707	0.1769933549
708	0.1768939987
709	0.1768317814
710	0.1767903956
711	0.1766906566
712	0.1766344381
713	0.1765245231
714	0.1764533357
715	0.1764109343
716	0.1763538186
717	0.1763087294
718	0.1762631326
719	0.1762224871
720	0.1761256186
721	0.1760475243
722	0.1759746954
723	0.1758701285
724	0.1758065009
725	0.17573186
726	0.1756709415
727	0.1756035583
728	0.1754240478
729	0.1753405237
730	0.1752683343
731	0.1751686786
732	0.1751104522
733	0.1750106876
734	0.1749142317
735	0.174851682
736	0.1747557803
737	0.174682049
738	0.1746081523
739	0.1745156148
740	0.1744183321
741	0.1743214342
742	0.1742509354
743	0.1741835302
744	0.1741121864
745	0.1740758494
746	0.1739961655
747	0.1739072966
748	0.1738059852
749	0.1737290685
750	0.1736758938
751	0.1736537611
752	0.1735762414
753	0.1735050568
754	0.1734476285
755	0.1734036543
756	0.1733200502
757	0.1732180636
758	0.1731664023
759	0.1730897408
760	0.1730360838
761	0.1729907102
762	0.1729121051
763	0.1728380349
764	0.1727803928
765	0.1727018379
766	0.1726426048
767	0.1725652695
768	0.1724524727
769	0.1723617114
770	0.1722697294
771	0.1721904239
772	0.1720938815
773	0.172044504
774	0.1719451719
775	0.1718741801
776	0.1718086839
777	0.1717245583
778	0.171669053
779	0.1715825513
780	0.1715283943
781	0.1714913351
782	0.1713940959
783	0.1713173734
784	0.1712412608
785	0.1711167156
786	0.1710604453
787	0.1710105141
788	0.1709577924
789	0.1708926704
790	0.1708070343
791	0.1707413464
792	0.1706960455
793	0.1705913211
794	0.1705105975
795	0.1704240502
796	0.1703744148
797	0.1702827402
798	0.1702018359
799	0.1701116002
800	0.1700519754
801	0.1700023549
802	0.1699389638
803	0.169855601
804	0.1697569397
805	0.1697091477
806	0.1696712915
807	0.1696076216
808	0.16954119
809	0.1694526986
810	0.1693475825
811	0.169292617
812	0.1692130841
813	0.1691651463
814	0.1691005149
815	0.1690432112
816	0.1689946831
817	0.1689608203
818	0.1688738228
819	0.1688304442
820	0.1687802481
821	0.1687086297
822	0.1686433588
823	0.168582494
824	0.1684895326
825	0.1684231281
826	0.1683487564
827	0.1682751796
828	0.1682035059
829	0.1681427658
830	0.1680827501
831	0.1680474993
832	0.1679967464
833	0.1679271756
834	0.1678497611
835	0.1677967312
836	0.1677500934
837	0.1677146667
838	0.1676395143
839	0.1675640525
840	0.1675066563
841	0.1674287548
842	0.1673639629
843	0.1672818592
844	0.1671908965
845	0.1671331808
846	0.1670763198
847	0.1670172695
848	0.1669651186
849	0.1669111521
850	0.1668408461
851	0.16675594
852	0.1666953621
853	0.1666026036
854	0.1665414589
855	0.1664873672
856	0.1664162392
857	0.1663451535
858	0.1662439557
859	0.1661628757
860	0.1660777788
861	0.165979259
862	0.1658974634
863	0.165852593
864	0.165787712
865	0.1657391536
866	0.1656733292
867	0.1656491992
868	0.1656080185
869	0.1655643099
870	0.1654856788
871	0.1654498942
872	0.165366698
873	0.1653165086
874	0.1652292345
875	0.165203742
876	0.1651191142
877	0.1650438016
878	0.1649779217
879	0.1649194687
880	0.1648508154
881	0.1647646894
882	0.164684662
883	0.1646049609
884	0.1645624426
885	0.1645040898
886	0.1644397621
887	0.1643668204
888	0.1642968977
889	0.1642198647
890	0.1641584997
891	0.1640829611
892	0.1640015223
893	0.1639204532
894	0.1638568819
895	0.1638126469
896	0.163761155
897	0.1636771818
898	0.1636153082
899	0.1635637901
900	0.1635101776
901	0.1634777164
902	0.1633917208
903	0.1633437551
904	0.1632753196
905	0.1632130844
906	0.1631049225
907	0.1630613483
908	0.1629843517
909	0.1629656112
910	0.1628987772
911	0.1628356258
912	0.1627836641
913	0.1627274385
914	0.1626413853
915	0.1625905392
916	0.1625066583
917	0.1624139673
918	0.1623464748
919	0.1622786806
920	0.1622102159
921	0.1621555688
922	0.1620776232
923	0.1620335721
924	0.1619944977
925	0.1619579637
926	0.1618868266
927	0.1617993708
928	0.1617264823
929	0.1616310547
930	0.1615519947
931	0.1615141289
932	0.1614469705
933	0.1613950425
934	0.1613402938
935	0.1612625677
936	0.1612070415
937	0.1611475465
938	0.1610853611
939	0.1610124805
940	0.1609438778
941	0.1608825615
942	0.1608128865
943	0.1607430575
944	0.1606809764
945	0.1606274436
946	0.1605697932
947	0.1605042654
948	0.1604335572
949	0.1603699795
950	0.1603101012
951	0.1602777597
952	0.1602377642
953	0.160162256
954	0.1601089851
955	0.1600496935
956	0.1599884418
957	0.1599489087
958	0.1598893921
959	0.1598313068
960	0.1597523612
961	0.1596893366
962	0.1596114053
963	0.1595482676
964	0.1594742277
965	0.1594467229
966	0.1593648872
967	0.1593245142
968	0.1592665027
969	0.1591771813
970	0.1591186919
971	0.1590761223
972	0.1590068817
973	0.158945597
974	0.1588707324
975	0.1588087453
976	0.1587414673
977	0.1586889034
978	0.1586281897
979	0.1585651837
980	0.1585019697
981	0.1584554438
982	0.1584185892
983	0.1583619939
984	0.1582935293
985	0.1582408578
986	0.1581622477
987	0.1581136039
988	0.1580504051
989	0.157967742
990	0.1579029123
991	0.1578395505
992	0.1578109854
993	0.1577568275
994	0.1576834805
995	0.1576222005
996	0.1575523685
997	0.1574804957
998	0.1573975106
999	0.1573315179
